id,timestamp,scale_value
0,2022-03-16 16:24:17.269,0
1,2022-03-16 16:24:17.284,0
2,2022-03-16 16:24:17.284,0
3,2022-03-16 16:24:17.284,0
4,2022-03-16 16:24:17.284,0
5,2022-03-16 16:24:17.284,0
6,2022-03-16 16:24:17.284,0
7,2022-03-16 16:24:17.284,0
8,2022-03-16 16:24:17.284,0
9,2022-03-16 16:24:17.284,0
10,2022-03-16 16:24:17.284,0
11,2022-03-16 16:24:17.284,0
12,2022-03-16 16:24:17.3,0
13,2022-03-16 16:24:17.3,0
14,2022-03-16 16:24:17.3,0
15,2022-03-16 16:24:17.3,0
16,2022-03-16 16:24:17.3,0
17,2022-03-16 16:24:17.3,0
18,2022-03-16 16:24:17.3,0
19,2022-03-16 16:24:17.3,0
20,2022-03-16 16:24:17.3,0
21,2022-03-16 16:24:17.3,0
22,2022-03-16 16:24:17.3,0
23,2022-03-16 16:24:17.3,0
24,2022-03-16 16:24:17.3,0
25,2022-03-16 16:24:17.3,0
26,2022-03-16 16:24:17.316,0
27,2022-03-16 16:24:17.316,0
28,2022-03-16 16:24:17.316,0
29,2022-03-16 16:24:17.316,0
30,2022-03-16 16:24:17.316,0
31,2022-03-16 16:24:17.316,0
32,2022-03-16 16:24:17.316,0
33,2022-03-16 16:24:17.316,0
34,2022-03-16 16:24:17.316,0
35,2022-03-16 16:24:17.316,0
36,2022-03-16 16:24:17.316,0
37,2022-03-16 16:24:17.316,0
38,2022-03-16 16:24:17.331,0
39,2022-03-16 16:24:17.331,0
40,2022-03-16 16:24:17.331,0
41,2022-03-16 16:24:17.331,0
42,2022-03-16 16:24:17.331,0
43,2022-03-16 16:24:17.331,0
44,2022-03-16 16:24:17.331,0
45,2022-03-16 16:24:17.331,0
46,2022-03-16 16:24:17.331,0
47,2022-03-16 16:24:17.331,0
48,2022-03-16 16:24:17.331,0
49,2022-03-16 16:24:17.347,0
50,2022-03-16 16:24:17.347,0
51,2022-03-16 16:24:17.347,0
52,2022-03-16 16:24:17.347,0
53,2022-03-16 16:24:17.347,0
54,2022-03-16 16:24:17.347,0
55,2022-03-16 16:24:17.347,0
56,2022-03-16 16:24:17.347,0
57,2022-03-16 16:24:17.347,0
58,2022-03-16 16:24:17.347,0
59,2022-03-16 16:24:17.347,0
60,2022-03-16 16:24:17.347,0
61,2022-03-16 16:24:17.347,0
62,2022-03-16 16:24:17.347,0
63,2022-03-16 16:24:17.347,0
64,2022-03-16 16:24:17.362,0
65,2022-03-16 16:24:17.362,0
66,2022-03-16 16:24:17.362,0
67,2022-03-16 16:24:17.362,0
68,2022-03-16 16:24:17.362,0
69,2022-03-16 16:24:17.362,0
70,2022-03-16 16:24:17.362,0
71,2022-03-16 16:24:17.362,0
72,2022-03-16 16:24:17.362,0
73,2022-03-16 16:24:17.362,0
74,2022-03-16 16:24:17.362,0
75,2022-03-16 16:24:17.362,0
76,2022-03-16 16:24:17.362,0
77,2022-03-16 16:24:17.378,0
78,2022-03-16 16:24:17.378,0
79,2022-03-16 16:24:17.378,0
80,2022-03-16 16:24:17.378,0
81,2022-03-16 16:24:17.378,0
82,2022-03-16 16:24:17.378,0
83,2022-03-16 16:24:17.378,0
84,2022-03-16 16:24:17.378,0
85,2022-03-16 16:24:17.378,0
86,2022-03-16 16:24:17.378,0
87,2022-03-16 16:24:17.378,0
88,2022-03-16 16:24:17.378,0
89,2022-03-16 16:24:17.378,0
90,2022-03-16 16:24:17.378,0
91,2022-03-16 16:24:17.394,0
92,2022-03-16 16:24:17.394,0
93,2022-03-16 16:24:17.394,0
94,2022-03-16 16:24:17.394,0
95,2022-03-16 16:24:17.394,0
96,2022-03-16 16:24:17.394,0
97,2022-03-16 16:24:17.394,0
98,2022-03-16 16:24:17.394,0
99,2022-03-16 16:24:17.394,0
100,2022-03-16 16:24:17.394,0
101,2022-03-16 16:24:17.409,0
102,2022-03-16 16:24:17.409,0
103,2022-03-16 16:24:17.409,0
104,2022-03-16 16:24:17.409,0
105,2022-03-16 16:24:17.409,0
106,2022-03-16 16:24:17.409,0
107,2022-03-16 16:24:17.409,0
108,2022-03-16 16:24:17.425,0
109,2022-03-16 16:24:17.425,0
110,2022-03-16 16:24:17.425,0
111,2022-03-16 16:24:17.425,0
112,2022-03-16 16:24:17.425,0
113,2022-03-16 16:24:17.425,0
114,2022-03-16 16:24:17.425,0
115,2022-03-16 16:24:17.425,0
116,2022-03-16 16:24:17.425,0
117,2022-03-16 16:24:17.425,0
118,2022-03-16 16:24:17.425,0
119,2022-03-16 16:24:17.425,0
120,2022-03-16 16:24:17.425,0
121,2022-03-16 16:24:17.441,0
122,2022-03-16 16:24:17.441,0
123,2022-03-16 16:24:17.441,0
124,2022-03-16 16:24:17.441,0
125,2022-03-16 16:24:17.441,0
126,2022-03-16 16:24:17.441,0
127,2022-03-16 16:24:17.441,0
128,2022-03-16 16:24:17.441,0
129,2022-03-16 16:24:17.441,0
130,2022-03-16 16:24:17.441,0
131,2022-03-16 16:24:17.441,0
132,2022-03-16 16:24:17.441,0
133,2022-03-16 16:24:17.441,0
134,2022-03-16 16:24:17.441,0
135,2022-03-16 16:24:17.456,0
136,2022-03-16 16:24:17.456,0
137,2022-03-16 16:24:17.456,0
138,2022-03-16 16:24:17.456,0
139,2022-03-16 16:24:17.456,0
140,2022-03-16 16:24:17.456,0
141,2022-03-16 16:24:17.456,0
142,2022-03-16 16:24:17.456,0
143,2022-03-16 16:24:17.456,0
144,2022-03-16 16:24:17.456,0
145,2022-03-16 16:24:17.47,0
146,2022-03-16 16:24:17.471,0
147,2022-03-16 16:24:17.473,0
148,2022-03-16 16:24:17.476,0
149,2022-03-16 16:24:17.477,0
150,2022-03-16 16:24:17.478,0
151,2022-03-16 16:24:17.48,0
152,2022-03-16 16:24:17.481,0
153,2022-03-16 16:24:17.482,0
154,2022-03-16 16:24:17.483,0
155,2022-03-16 16:24:17.484,0
156,2022-03-16 16:24:17.485,0
157,2022-03-16 16:24:17.486,0
158,2022-03-16 16:24:17.487,0
159,2022-03-16 16:24:17.488,0
160,2022-03-16 16:24:17.489,0
161,2022-03-16 16:24:17.49,0
162,2022-03-16 16:24:17.491,0
163,2022-03-16 16:24:17.492,0
164,2022-03-16 16:24:17.495,0
165,2022-03-16 16:24:17.496,0
166,2022-03-16 16:24:17.497,0
167,2022-03-16 16:24:17.498,0
168,2022-03-16 16:24:17.5,0
169,2022-03-16 16:24:17.501,0
170,2022-03-16 16:24:17.502,0
171,2022-03-16 16:24:17.503,0
172,2022-03-16 16:24:17.504,0
173,2022-03-16 16:24:17.504,0
174,2022-03-16 16:24:17.504,0
175,2022-03-16 16:24:17.504,0
176,2022-03-16 16:24:17.504,0
177,2022-03-16 16:24:17.504,0
178,2022-03-16 16:24:17.504,0
179,2022-03-16 16:24:17.504,0
180,2022-03-16 16:24:17.504,0
181,2022-03-16 16:24:17.504,0
182,2022-03-16 16:24:17.504,0
183,2022-03-16 16:24:17.504,0
184,2022-03-16 16:24:17.504,0
185,2022-03-16 16:24:17.519,0
186,2022-03-16 16:24:17.519,0
187,2022-03-16 16:24:17.519,0
188,2022-03-16 16:24:17.535,0
189,2022-03-16 16:24:17.535,0
190,2022-03-16 16:24:17.535,0
191,2022-03-16 16:24:17.535,0
192,2022-03-16 16:24:17.548,0
193,2022-03-16 16:24:17.549,0
194,2022-03-16 16:24:17.551,0
195,2022-03-16 16:24:17.552,0
196,2022-03-16 16:24:17.553,0
197,2022-03-16 16:24:17.554,0
198,2022-03-16 16:24:17.556,0
199,2022-03-16 16:24:17.557,0
200,2022-03-16 16:24:17.558,0
201,2022-03-16 16:24:17.558,0
202,2022-03-16 16:24:17.559,0
203,2022-03-16 16:24:17.56,0
204,2022-03-16 16:24:17.561,0
205,2022-03-16 16:24:17.562,0
206,2022-03-16 16:24:17.563,0
207,2022-03-16 16:24:17.565,0
208,2022-03-16 16:24:17.567,0
209,2022-03-16 16:24:17.568,0
210,2022-03-16 16:24:17.569,0
211,2022-03-16 16:24:17.572,0
212,2022-03-16 16:24:17.573,0
213,2022-03-16 16:24:17.575,0
214,2022-03-16 16:24:17.577,0
215,2022-03-16 16:24:17.578,0
216,2022-03-16 16:24:17.579,0
217,2022-03-16 16:24:17.581,0
218,2022-03-16 16:24:17.582,0
219,2022-03-16 16:24:17.584,0
220,2022-03-16 16:24:17.585,0
221,2022-03-16 16:24:17.586,0
222,2022-03-16 16:24:17.587,0
223,2022-03-16 16:24:17.588,0
224,2022-03-16 16:24:17.589,0
225,2022-03-16 16:24:17.589,0
226,2022-03-16 16:24:17.59,0
227,2022-03-16 16:24:17.591,0
228,2022-03-16 16:24:17.592,0
229,2022-03-16 16:24:17.593,0
230,2022-03-16 16:24:17.593,0
231,2022-03-16 16:24:17.594,0
232,2022-03-16 16:24:17.595,0
233,2022-03-16 16:24:17.596,0
234,2022-03-16 16:24:17.597,0
235,2022-03-16 16:24:17.598,0
236,2022-03-16 16:24:17.598,0
237,2022-03-16 16:24:17.599,0
238,2022-03-16 16:24:17.6,0
239,2022-03-16 16:24:17.6,0
240,2022-03-16 16:24:17.601,0
241,2022-03-16 16:24:17.601,0
242,2022-03-16 16:24:17.602,0
243,2022-03-16 16:24:17.603,0
244,2022-03-16 16:24:17.603,0
245,2022-03-16 16:24:17.604,0
246,2022-03-16 16:24:17.605,0
247,2022-03-16 16:24:17.606,0
248,2022-03-16 16:24:17.608,0
249,2022-03-16 16:24:17.608,0
250,2022-03-16 16:24:17.608,0
251,2022-03-16 16:24:17.608,0
252,2022-03-16 16:24:17.608,0
253,2022-03-16 16:24:17.608,0
254,2022-03-16 16:24:17.608,0
255,2022-03-16 16:24:17.608,0
256,2022-03-16 16:24:17.608,0
257,2022-03-16 16:24:17.608,0
258,2022-03-16 16:24:17.608,0
259,2022-03-16 16:24:17.608,0
260,2022-03-16 16:24:17.608,0
261,2022-03-16 16:24:17.608,0
262,2022-03-16 16:24:17.608,0
263,2022-03-16 16:24:17.608,0
264,2022-03-16 16:24:17.608,0
265,2022-03-16 16:24:17.608,0
266,2022-03-16 16:24:17.608,0
267,2022-03-16 16:24:17.608,0
268,2022-03-16 16:24:17.608,0
269,2022-03-16 16:24:17.608,0
270,2022-03-16 16:24:17.624,0
271,2022-03-16 16:24:17.624,0
272,2022-03-16 16:24:17.624,0
273,2022-03-16 16:24:17.624,0
274,2022-03-16 16:24:17.624,0
275,2022-03-16 16:24:17.624,0
276,2022-03-16 16:24:17.624,0
277,2022-03-16 16:24:17.624,0
278,2022-03-16 16:24:17.624,0
279,2022-03-16 16:24:17.639,0
280,2022-03-16 16:24:17.639,0
281,2022-03-16 16:24:17.639,0
282,2022-03-16 16:24:17.639,0
283,2022-03-16 16:24:17.639,0
284,2022-03-16 16:24:17.639,0
285,2022-03-16 16:24:17.639,0
286,2022-03-16 16:24:17.639,0
287,2022-03-16 16:24:17.639,0
288,2022-03-16 16:24:17.639,0
289,2022-03-16 16:24:17.639,0
290,2022-03-16 16:24:17.639,0
291,2022-03-16 16:24:17.639,0
292,2022-03-16 16:24:17.639,0
293,2022-03-16 16:24:17.639,0
294,2022-03-16 16:24:17.655,0
295,2022-03-16 16:24:17.655,0
296,2022-03-16 16:24:17.655,0
297,2022-03-16 16:24:17.655,0
298,2022-03-16 16:24:17.655,0
299,2022-03-16 16:24:17.655,0
300,2022-03-16 16:24:17.655,0
301,2022-03-16 16:24:17.655,0
302,2022-03-16 16:24:17.655,0
303,2022-03-16 16:24:17.655,0
304,2022-03-16 16:24:17.655,0
305,2022-03-16 16:24:17.655,0
306,2022-03-16 16:24:17.655,0
307,2022-03-16 16:24:17.655,0
308,2022-03-16 16:24:17.655,0
309,2022-03-16 16:24:17.655,0
310,2022-03-16 16:24:17.655,0
311,2022-03-16 16:24:17.655,0
312,2022-03-16 16:24:17.655,0
313,2022-03-16 16:24:17.655,0
314,2022-03-16 16:24:17.655,0
315,2022-03-16 16:24:17.655,0
316,2022-03-16 16:24:17.655,0
317,2022-03-16 16:24:17.67,0
318,2022-03-16 16:24:17.67,0
319,2022-03-16 16:24:17.67,0
320,2022-03-16 16:24:17.67,0
321,2022-03-16 16:24:17.67,0
322,2022-03-16 16:24:17.67,0
323,2022-03-16 16:24:17.67,0
324,2022-03-16 16:24:17.67,0
325,2022-03-16 16:24:17.67,0
326,2022-03-16 16:24:17.67,0
327,2022-03-16 16:24:17.67,0
328,2022-03-16 16:24:17.67,0
329,2022-03-16 16:24:17.67,0
330,2022-03-16 16:24:17.67,0
331,2022-03-16 16:24:17.67,0
332,2022-03-16 16:24:17.67,0
333,2022-03-16 16:24:17.686,0
334,2022-03-16 16:24:17.686,0
335,2022-03-16 16:24:17.686,0
336,2022-03-16 16:24:17.686,0
337,2022-03-16 16:24:17.686,0
338,2022-03-16 16:24:17.686,0
339,2022-03-16 16:24:17.686,0
340,2022-03-16 16:24:17.686,0
